Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
34912895,The Great Alone,Kristin Hannah,"Hannah, Kristin",,"=""""","=""""",0,St. Martin's Press,Kindle Edition,435,2018,2018,,2026/06/14,,,read,,,,1,0
35504431,Turtles All the Way Down,John  Green,"Green, John",,"=""0525555366""","=""9780525555360""",0,Dutton Books for Young Readers,Hardcover,290,2017,2017,,2026/06/14,,,read,,,,1,0
6567017,"Will Grayson, Will Grayson",John  Green,"Green, John",David Levithan,"=""0525421580""","=""9780525421580""",0,Dutton Books,Hardcover,320,2010,2010,,2026/06/14,,,read,,,,1,0
40097951,The Silent Patient,Alex Michaelides,"Michaelides, Alex",,"=""1250301696""","=""9781250301697""",0,Celadon Books,Hardcover,336,2019,2019,,2026/08/13,,,read,,,,1,0
19089,Middlemarch,George Eliot,"Eliot, George",Michel Faber,"=""0451529170""","=""9780451529176""",0,Signet,Mass Market Paperback,912,2003,1872,,2026/08/10,,,read,,,,1,0
62080187,Never Lie,Freida McFadden,"McFadden, Freida",,"=""""","=""""",0,Hollywood Upstairs Press,Kindle Edition,286,2022,2022,,2026/08/04,,,read,,,,1,0
37435,The Secret Life of Bees,Sue Monk Kidd,"Kidd, Sue Monk",,"=""0142001740""","=""9780142001745""",0,Penguin Books,Paperback,352,2003,2001,,2026/08/04,to-read,to-read (#61),to-read,,,,0,0
22557272,The Girl on the Train,Paula Hawkins,"Hawkins, Paula",,"=""1594633665""","=""9781594633669""",0,Riverhead Books,Hardcover,336,2015,2015,,2026/08/04,to-read,to-read (#60),to-read,,,,0,0
662,Atlas Shrugged,Ayn Rand,"Rand, Ayn",Leonard Peikoff,"=""0452011876""","=""9780452011878""",0,Plume,Paperback,1168,1999,1957,,2026/08/04,to-read,to-read (#59),to-read,,,,0,0
52036,Siddhartha,Hermann Hesse,"Hesse, Hermann",Hilda Rosner,"=""""","=""""",0,Bantam Books,Mass Market Paperback,152,1981,1922,,2026/08/04,to-read,to-read (#58),to-read,,,,0,0
6288,The Road,Cormac McCarthy,"McCarthy, Cormac",,"=""0307265439""","=""9780307265432""",0,Alfred A. Knopf,Hardcover,241,2006,2006,,2026/08/04,to-read,to-read (#57),to-read,,,,0,0
10917,My Sister's Keeper,Jodi Picoult,"Picoult, Jodi",,"=""0743454537""","=""9780743454537""",0,Atria/Emily Bestler Books,Paperback,423,2005,2004,,2026/08/04,to-read,to-read (#56),to-read,,,,0,0
332613,One Flew Over the Cuckoo’s Nest,Ken Kesey,"Kesey, Ken",,"=""""","=""""",0,Signet,Mass Market Paperback,325,1963,1962,,2026/08/04,to-read,to-read (#55),to-read,,,,0,0
52892857,The Color Purple,Alice Walker,"Walker, Alice",,"=""0143135694""","=""9780143135692""",0,Penguin Books,Paperback,287,2019,1982,,2026/08/04,to-read,to-read (#54),to-read,,,,0,0
17899948,Rebecca,Daphne du Maurier,"Maurier, Daphne du",,"=""0316323705""","=""9780316323703""",0,"Little, Brown and Company",Kindle Edition,449,2013,1938,,2026/08/04,to-read,to-read (#53),to-read,,,,0,0
43641,Water for Elephants,Sara Gruen,"Gruen, Sara",,"=""1565125606""","=""9781565125605""",0,Algonquin Books,Paperback,368,2007,2006,,2026/08/04,to-read,to-read (#52),to-read,,,,0,0
39988,Matilda,Roald Dahl,"Dahl, Roald",Quentin Blake,"=""043512398X""","=""9780435123987""",0,New Windmills,Hardcover,240,1992,1988,,2026/08/04,to-read,to-read (#51),to-read,,,,0,0
6514,The Bell Jar,Sylvia Plath,"Plath, Sylvia",,"=""""","=""""",0,Harper Perennial Modern Classics,Paperback,294,2006,1963,,2026/08/04,to-read,to-read (#50),to-read,,,,0,0
4214,Life of Pi,Yann Martel,"Martel, Yann",,"=""0770430074""","=""9780770430078""",0,Seal Books,Paperback,460,2006,2001,,2026/08/04,to-read,to-read (#49),to-read,,,,0,0
19543,Where the Wild Things Are,Maurice Sendak,"Sendak, Maurice",,"=""0099408392""","=""9780099408390""",0,Red Fox,Paperback,38,2000,1963,,2026/08/04,to-read,to-read (#48),to-read,,,,0,0
23772,Green Eggs and Ham,Dr. Seuss,"Seuss, Dr.",,"=""0394800168""","=""9780394800165""",0,Random House Books for Young Readers,Hardcover,64,1988,1960,,2026/08/04,to-read,to-read (#47),to-read,,,,0,0
18619684,The Time Traveler's Wife,Audrey Niffenegger,"Niffenegger, Audrey",,"=""1939126010""","=""9781939126016""",0,Zola Books,ebook,537,2013,2003,,2026/08/04,to-read,to-read (#46),to-read,,,,0,0
21787,The Princess Bride,William Goldman,"Goldman, William",,"=""0345418263""","=""9780345418265""",0,Ballantine Books,Paperback,429,2003,1973,,2026/08/04,to-read,to-read (#45),to-read,,,,0,0
2998,The Secret Garden,Frances Hodgson Burnett,"Burnett, Frances Hodgson",,"=""0517189607""","=""9780517189603""",0,Children's Classics,Hardcover,331,1998,1911,,2026/08/04,to-read,to-read (#44),to-read,,,,0,0
24178,Charlotte’s Web,E.B. White,"White, E.B.","Garth Williams, Rosemary Wells","=""0064410935""","=""9780064410939""",0,HarperCollinsPublishers,Paperback,184,2001,1952,,2026/08/04,to-read,to-read (#42),to-read,,,,0,0
4667024,The Help,Kathryn Stockett,"Stockett, Kathryn",,"=""0399155341""","=""9780399155345""",0,G.P. Putnam's Sons,Hardcover,451,2009,2009,,2026/08/04,to-read,to-read (#43),to-read,,,,0,0
11,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",0,Del Rey Books,Mass Market Paperback,216,2005,1979,,2026/08/04,to-read,to-read (#41),to-read,,,,0,0
929,Memoirs of a Geisha,Arthur Golden,"Golden, Arthur",,"=""1400096898""","=""9781400096893""",0,Vintage Books USA,Mass Market Paperback,503,2005,1997,,2026/08/04,to-read,to-read (#40),to-read,,,,0,0
18405,Gone with the Wind,Margaret Mitchell,"Mitchell, Margaret",,"=""0446365386""","=""9780446365383""",0,Warner Books,Mass Market Paperback,1037,1993,1936,,2026/08/04,,,read,,,,1,0
370493,The Giving Tree,Shel Silverstein,"Silverstein, Shel",,"=""0060256656""","=""9780060256654""",0,HarperCollins Publishers,Hardcover,64,1964,1964,,2026/08/04,to-read,to-read (#39),to-read,,,,0,0
22628,The Perks of Being a Wallflower,Stephen Chbosky,"Chbosky, Stephen",,"=""""","=""""",0,MTV Books/Pocket Books,Hardcover,213,1999,1999,,2026/08/04,to-read,to-read (#38),to-read,,,,0,0
1953,A Tale of Two Cities,Charles Dickens,"Dickens, Charles",,"=""0141439602""","=""9780141439600""",0,Penguin Books,Paperback,489,2003,1859,,2026/06/14,,,read,,,,1,0
233667,Firestarter,Stephen  King,"King, Stephen",,"=""""","=""""",0,Signet,Mass Market Paperback,564,1998,1980,,2026/07/11,,,read,,,,1,0
99561,Looking for Alaska,John  Green,"Green, John",,"=""1435249151""","=""9781435249158""",0,Speak,Paperback,221,2006,2005,,2026/06/14,,,read,,,,1,0
18521,A Room of One’s Own,Virginia Woolf,"Woolf, Virginia",,"=""""","=""""",0,Penguin Books,Paperback,112,2000,1929,,2026/06/28,,,read,,,,1,0
1381,The Odyssey,Homer,"Homer, Homer","Robert Fagles, Bernard Knox","=""0143039954""","=""9780143039952""",0,Penguin Classics ,Paperback,541,2006,-750,,2026/06/28,,,read,,,,1,0
53137938,The Things We Leave Unfinished,Rebecca Yarros,"Yarros, Rebecca",,"=""1682815668""","=""9781682815663""",0,Entangled: Amara,Paperback,448,2021,2021,,2026/06/20,,,read,,,,1,0
194366,"The Return of Sherlock Holmes (Sherlock Holmes, #6)",Arthur Conan Doyle,"Doyle, Arthur Conan","Owen Dudley Edwards, Angus Wilson, Richard Lancelyn Green","=""0192123173""","=""9780192123176""",0,Oxford University Press,Hardcover,455,1993,1904,,2026/06/14,,,read,,,,1,0
135479,Cat’s Cradle,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",0,Penguin,Paperback,306,1999,1963,,2026/06/14,,,read,,,,1,0
215526423,An Abundance of Katherines,John  Green,"Green, John",,"=""""","=""""",0,Speak ,Kindle Edition,260,2024,2006,,2026/06/14,,,read,,,,1,0
1852,The Call of the Wild,Jack London,"London, Jack",Avi,"=""""","=""""",0,Scholastic,Mass Market Paperback,172,2001,1903,,2026/06/14,,,read,,,,1,0
43035,White Fang,Jack London,"London, Jack",K.A. Applegate,"=""""","=""""",0,Scholastic Paperbacks,Paperback,252,2001,1906,,2026/06/14,,,read,,,,1,0
33413128,"Beartown (Beartown, #1)",Fredrik Backman,"Backman, Fredrik",Neil Smith,"=""""","=""""",0,Simon & Schuster,ebook,432,2017,2016,,2026/07/04,to-read,to-read (#37),to-read,,,,0,0
217163697,My Friends,Fredrik Backman,"Backman, Fredrik",Neil   Smith,"=""1982112824""","=""9781982112820""",0,Atria Books,Hardcover,436,2025,2025,,2026/07/04,to-read,to-read (#36),to-read,,,,0,0
49127718,Anxious People,Fredrik Backman,"Backman, Fredrik",Neil   Smith,"=""198216963X""","=""9781982169633""",0,Atria Publishing,Hardcover,336,2019,2019,,2026/06/20,,,read,,,,1,0
18007564,The Martian,Andy Weir,"Weir, Andy",,"=""0804139024""","=""9780804139021""",0,Crown Publishers,Hardcover,369,2014,2011,,2026/06/20,,,read,,,,1,0
6493208,The Immortal Life of Henrietta Lacks,Rebecca Skloot,"Skloot, Rebecca",,"=""1400052173""","=""9781400052172""",0,Crown Publishing Group,Hardcover,370,2010,2010,,2026/06/30,to-read,to-read (#35),to-read,,,,0,0
127152907,In the Likely Event,Rebecca Yarros,"Yarros, Rebecca",,"=""1662511566""","=""9781662511561""",0,Montlake,Kindle Edition,348,2023,2023,,2026/06/20,,,read,,,,1,0
166997,Stoner,John  Williams,"Williams, John",John McGahern,"=""1590171993""","=""9781590171998""",0,New York Review Books,Paperback,292,2006,1965,,2026/06/28,,,read,,,,1,0
238226942,Yesteryear,Caro Claire Burke,"Burke, Caro Claire",,"=""""","=""""",0,Knopf,Hardcover,400,2026,2026,,2026/06/28,,,read,,,,1,0
355697,All Quiet on the Western Front,Erich Maria Remarque,"Remarque, Erich Maria",Arthur Wesley Wheen,"=""0449213943""","=""9780449213940""",0,Ballantine Books,Mass Market Paperback,296,1987,1928,,2026/06/28,,,read,,,,1,0
242376245,Theo of Golden,Allen  Levi,"Levi, Allen",,"=""1668236516""","=""9781668236512""",0,Atria Books,Paperback,387,2025,2023,,2026/06/28,,,read,,,,1,0
223001257,The Correspondent,Virginia      Evans,"Evans, Virginia",,"=""0593798430""","=""9780593798430""",0,Crown Publishing,Hardcover,285,2025,2025,,2026/06/28,,,read,,,,1,0
91274427,What You Are Looking for Is in the Library,Michiko Aoyama,"Aoyama, Michiko",Alison Watts,"=""1335005625""","=""9781335005625""",0,Hanover Square Press,Hardcover,304,2023,2020,,2026/06/28,,,read,,,,1,0
205363984,Taiwan Travelogue,Yáng Shuāng-zǐ,"Shuāng-zǐ, Yáng","楊双子, Lin King","=""1644453150""","=""9781644453155""",0,Graywolf Press,Paperback,298,2024,2020,,2026/06/28,,,read,,,,1,0
156512861,A Perfect Day to Be Alone,Nanae Aoyama,"Aoyama, Nanae",Jesse Kirkwood,"=""152942769X""","=""9781529427691""",0,MacLehose Press,Kindle Edition,160,2024,2007,,2026/06/28,,,read,,,,1,0
23919,The Complete Stories and Poems,Edgar Allan Poe,"Poe, Edgar Allan",,"=""0385074077""","=""9780385074070""",0,"Doubleday & Company, Inc.",Hardcover,821,1984,1849,,2026/06/28,,,read,,,,1,0
14942,Mrs. Dalloway,Virginia Woolf,"Woolf, Virginia",Maureen Howard,"=""0151009988""","=""9780151009985""",0,Houghton Mifflin Harcourt,Hardcover,194,2002,1925,,2026/06/28,,,read,,,,1,0
30597,The Hunchback of Notre-Dame,Victor Hugo,"Hugo, Victor","Walter J. Cobb, Lucie Konvičková","=""0451527887""","=""9780451527882""",0,Signet Classics,Paperback,510,2001,1831,,2026/06/28,to-read,to-read (#34),to-read,,,,0,0
24280,Les Misérables,Victor Hugo,"Hugo, Victor","Norman MacAfee, Charles E. Wilbour, Lee Fahnestock, Isabel Florence Hapgood","=""0451525264""","=""9780451525260""",0,Signet Classics,Mass Market Paperback,1488,1987,1862,,2026/06/28,,,read,,,,1,0
77265004,The Iliad,Homer,"Homer, Homer",Emily Wilson,"=""1324001801""","=""9781324001805""",0,W. W. Norton & Company,Hardcover,848,2023,-750,,2026/06/28,,,read,,,,1,0
18386,The Death of Ivan Ilych,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude","=""""","=""""",0,Waking Lion Press,Paperback,86,2006,1886,,2026/06/28,to-read,to-read (#33),to-read,,,,0,0
656,War and Peace,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude","=""0192833987""","=""9780192833983""",0,Oxford University Press,Paperback,1392,1998,1868,,2026/06/28,,,read,,,,1,0
15823480,Anna Karenina,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude, Dieter Wellershoff, Bruno Goetz, Lev Tolstoj","=""0345803922""","=""9780345803924""",0,Vintage,Paperback,964,2012,1878,,2026/06/28,,,read,,,,1,0
12296,The Scarlet Letter,Nathaniel Hawthorne,"Hawthorne, Nathaniel","Nina Baym, Thomas E. Connolly","=""0142437263""","=""9780142437261""",0,Penguin Books,Paperback,279,2002,1850,,2026/06/28,,,read,,,,1,0
12857,The Gambler,Fyodor Dostoevsky,"Dostoevsky, Fyodor",Constance Garnett,"=""""","=""""",0,Modern Library,Paperback,188,2003,1866,,2026/06/28,to-read,to-read (#32),to-read,,,,0,0
12505,The Idiot,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Anna Brailovsky, Joseph Frank, Constance Garnett","=""0679642420""","=""9780679642428""",0,Modern Library,Paperback,667,2003,1869,,2026/06/28,to-read,to-read (#31),to-read,,,,0,0
49455,Notes from Underground,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky, Donald Fanger","=""067973452X""","=""9780679734529""",0,Vintage Classics,Paperback,136,1994,1864,,2026/06/28,to-read,to-read (#30),to-read,,,,0,0
1772910,White Nights,Fyodor Dostoevsky,"Dostoevsky, Fyodor",Olga Shartse,"=""""","=""""",0,,Paperback,82,1848,1848,,2026/06/28,to-read,to-read (#29),to-read,,,,0,0
4934,The Brothers Karamazov,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky","=""0374528373""","=""9780374528379""",0,"Farrar, Straus and Giroux",Paperback,796,2002,1879,,2026/06/28,,,read,,,,1,0
7144,Crime and Punishment,Fyodor Dostoevsky,"Dostoevsky, Fyodor","David McDuff, Joseph Frank, Fyodor Dostoyevsky","=""""","=""""",0,Penguin,Paperback,671,2002,1866,,2026/06/28,,,read,,,,1,0
8677004,The Art of Readable Code: Simple and Practical Techniques for Writing Better Code,Dustin Boswell,"Boswell, Dustin",Trevor Foucher,"=""0596802293""","=""9780596802295""",0,O'Reilly Media,Paperback,204,2011,2010,,2026/06/28,,,read,,,,1,0
198902277,The Wedding People,Alison Espach,"Espach, Alison",,"=""""","=""""",0,Henry Holt and Company,Hardcover,367,2024,2024,,2026/06/28,,,read,,,,1,0
112975658,The Frozen River,Ariel Lawhon,"Lawhon, Ariel",,"=""0385546874""","=""9780385546874""",0,Doubleday,Hardcover,448,2023,2023,,2026/06/28,,,read,,,,1,0
18045891,Sharp Objects,Gillian Flynn,"Flynn, Gillian",,"=""0297851535""","=""9780297851530""",0,Broadway Paperbacks,Paperback,254,2007,2006,,2026/06/28,to-read,to-read (#27),to-read,,,,0,0
5886881,Dark Places,Gillian Flynn,"Flynn, Gillian",,"=""0307341569""","=""9780307341563""",0,Shaye Areheart Books,Hardcover,424,2009,2009,,2026/06/28,to-read,to-read (#28),to-read,,,,0,0
19288043,Gone Girl,Gillian Flynn,"Flynn, Gillian",,"=""0307588378""","=""9780307588371""",0,Ballantine Books,Paperback,415,2014,2012,,2026/06/28,,,read,,,,1,0
127280850,Weyward,Emilia Hart,"Hart, Emilia",,"=""1250842727""","=""9781250842725""",0,Griffin,Paperback,392,2024,2023,,2026/06/28,,,read,,,,1,0
217182446,Strangers in Time,David Baldacci,"Baldacci, David",,"=""1538742055""","=""9781538742051""",0,Grand Central Publishing,Hardcover,435,2025,2025,,2026/06/28,,,read,,,,1,0
128029,A Thousand Splendid Suns,Khaled Hosseini,"Hosseini, Khaled",,"=""1594489505""","=""9781594489501""",0,Riverhead Books,Hardcover,372,2007,2007,,2026/06/28,to-read,to-read (#26),to-read,,,,0,0
17165596,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",,"=""""","=""""",0,Riverhead Books,Paperback,371,2013,2003,,2026/06/28,,,read,,,,1,0
211200239,"Lights Out (Into Darkness, #1)",Navessa Allen,"Allen, Navessa",,"=""1638932239""","=""9781638932239""",0,Slowburn,Paperback,416,2024,2024,,2026/06/28,,,read,,,,1,0
63880836,The Postcard,Anne Berest,"Berest, Anne",Tina Kover,"=""""","=""""",0,Europa Editions,Hardcover,464,2023,2021,,2026/06/28,,,read,,,,1,0
169485073,"The Strength of the Few (Hierarchy, #2)",James Islington,"Islington, James",,"=""""","=""""",0,Text Publishing,Hardcover,736,2025,2025,,2026/06/28,,,read,,,,1,0
58416952,"The Will of the Many (Hierarchy, #1)",James Islington,"Islington, James",,"=""1982141190""","=""9781982141196""",0,Gallery / Saga Press,Kindle Edition,640,2023,2023,,2026/06/28,,,read,,,,1,0
1842,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,"Diamond, Jared",,"=""0739467352""","=""9780739467350""",0,W.W. Norton & Company,Paperback,498,2005,1997,,2026/06/14,,,read,,,,1,0
10603,Cujo,Stephen  King,"King, Stephen",María Antonia Menini,"=""0307348245""","=""9780307348241""",0,Debolsillo,Mass Market Paperback,432,2006,1981,,2026/06/14,,,read,,,,1,0
16130549,"Doctor Sleep (The Shining, #2)",Stephen  King,"King, Stephen",,"=""1476727651""","=""9781476727653""",0,Scribner,Hardcover,531,2013,2013,,2026/06/14,,,read,,,,1,0
215583234,Counterattacks at Thirty,Sohn Won-Pyung,"Won-Pyung, Sohn",Sean Lin Halbert,"=""0063378108""","=""9780063378100""",0,HarperVia,Hardcover,234,2025,2017,,2026/06/23,,,read,,,,1,0
52219386,Almond,Sohn Won-Pyung,"Won-Pyung, Sohn",Joosun Lee,"=""0062961373""","=""9780062961372""",0,HarperVia,Hardcover,272,2020,2017,,2026/06/23,,,read,,,,1,0
88077,The Magic Mountain,Thomas Mann,"Mann, Thomas",John E. Woods,"=""""","=""9780593688137""",0,Vintage,Kindle Edition,706,1996,1924,,2026/06/23,,,read,,,,1,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",0,HarperPerennial / Perennial Classics,Paperback,288,1998,1932,,2026/06/23,,,read,,,,1,0
101673225,Land of Milk and Honey,C Pam Zhang,"Zhang, C Pam",,"=""0593538242""","=""9780593538241""",0,Riverhead Books,Hardcover,240,2023,2023,,2026/06/23,,,read,,,,1,0
23168277,"The Sympathizer (The Sympathizer, #1)",Viet Thanh Nguyen,"Nguyen, Viet Thanh",,"=""0802123457""","=""9780802123459""",0,Grove Press,Hardcover,384,2015,2015,,2026/06/23,,,read,,,,1,0
65215321,Blackouts,Justin Torres,"Torres, Justin",,"=""0374293570""","=""9780374293574""",0,"Farrar, Straus and Giroux",Hardcover,306,2023,2023,,2026/06/23,,,read,,,,1,0
55196813,"The Maid (Molly the Maid, #1)",Nita Prose,"Prose, Nita",,"=""0593356152""","=""9780593356159""",0,Ballantine Books,Hardcover,289,2022,2022,,2026/06/23,,,read,,,,1,0
397483,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson,"Larson, Erik",,"=""0609608444""","=""9780609608449""",0,Crown Publishers,Hardcover,464,2003,2003,,2026/06/23,to-read,to-read (#25),to-read,,,,0,0
195608683,"The Demon of Unrest: A Saga of Hubris, Heartbreak, and Heroism at the Dawn of the Civil War",Erik Larson,"Larson, Erik",,"=""0385348746""","=""9780385348744""",0,Crown,Hardcover,592,2024,2024,,2026/06/23,,,read,,,,1,0
37442,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",Gregory Maguire,"Maguire, Gregory",Douglas Smith,"=""""","=""""",0,ReganBooks,Paperback,406,2000,1995,,2026/06/23,,,read,,,,1,0
50706471,Midwinter Murder: Fireside Tales from the Queen of Mystery,Agatha Christie,"Christie, Agatha",,"=""0063030365""","=""9780063030367""",0,William Morrow Paperbacks,Paperback,305,2020,2020,,2026/06/22,to-read,to-read (#24),to-read,,,,0,0
102311,"Postern of Fate (Tommy and Tuppence Mysteries, #5)",Agatha Christie,"Christie, Agatha",,"=""0007111487""","=""9780007111480""",0,HarperCollins,Mass Market Paperback,256,2001,1973,,2026/06/22,,,read,,,,1,0
310224,Passenger to Frankfurt,Agatha Christie,"Christie, Agatha",,"=""0007154925""","=""9780007154920""",0,Harper,Paperback,363,2003,1970,,2026/06/22,,,read,,,,1,0
538605,Hercule Poirot: The Complete Short Stories,Agatha Christie,"Christie, Agatha",,"=""""","=""""",0,Harper Collins,Paperback,864,1999,1999,,2026/06/22,,,read,,,,1,0
310226,Destination Unknown,Agatha Christie,"Christie, Agatha",,"=""0007154909""","=""9780007154906""",0,Harpercollins Pb,Paperback,316,2003,1954,,2026/06/22,,,read,,,,1,0
16325,"Partners in Crime (Tommy & Tuppence Mysteries, #2)",Agatha Christie,"Christie, Agatha",,"=""0007111509""","=""9780007111503""",0,Harpercollins Pb,Paperback,347,2001,1929,,2026/06/22,,,read,,,,1,0
594134,"By the Pricking of My Thumbs (Tommy and Tuppence Mysteries, #4)",Agatha Christie,"Christie, Agatha",,"=""0451200527""","=""9780451200525""",0,Signet,Paperback,212,2000,1968,,2026/06/22,,,read,,,,1,0
140337,They Came to Baghdad,Agatha Christie,"Christie, Agatha",,"=""0007154933""","=""9780007154937""",0,HarperCollins,Paperback,368,2003,1951,,2026/06/22,,,read,,,,1,0
121645,Death Comes as the End,Agatha Christie,"Christie, Agatha",Steven Saylor,"=""0312981619""","=""9780312981617""",0,St. Martin's Paperbacks,Mass Market Paperback,267,2002,1944,,2026/06/22,,,read,,,,1,0
121646,"Murder in the Mews (Hercule Poirot, #16)",Agatha Christie,"Christie, Agatha","Hugh Fraser, Nigel Hawthorne","=""1572702842""","=""9781572702844""",0,AudioGO,Audio CD,5,2002,1937,,2026/06/22,,,read,,,,1,0
102313,"N or M? (Tommy & Tuppence Mysteries, #3)",Agatha Christie,"Christie, Agatha",,"=""0007111452""","=""9780007111459""",0,HarperCollins,Paperback,304,2001,1941,,2026/06/22,,,read,,,,1,0
16308,"Taken at the Flood (Hercule Poirot, #27)",Agatha Christie,"Christie, Agatha",,"=""0007121016""","=""9780007121014""",0,HarperCollins Publishers Ltd,Paperback,352,2002,1948,,2026/06/22,,,read,,,,1,0
16339,The Sittaford Mystery,Agatha Christie,"Christie, Agatha",,"=""0007136846""","=""9780007136841""",0,HarperCollins Publishers Ltd.,Paperback,248,2002,1931,,2026/06/22,,,read,,,,1,0
16425,"The Labours of Hercules (Hercule Poirot, #26)",Agatha Christie,"Christie, Agatha",Hugh Fraser,"=""1572704578""","=""9781572704572""",0,BBC Audiobooks America,Audio CD,9,2005,1947,,2026/06/22,,,read,,,,1,0
12168274,"Towards Zero (Superintendent Battle, #5)",Agatha Christie,"Christie, Agatha",,"=""""","=""""",0,William Morrow ,Kindle Edition,259,2010,1944,,2026/06/22,,,read,,,,1,0
909932,Ordeal by Innocence,Agatha Christie,"Christie, Agatha",,"=""0312981627""","=""9780312981624""",0,Minotaur Books,Mass Market Paperback,288,2002,1958,,2026/06/22,,,read,,,,1,0
131374,"Murder Is Easy  (Superintendent Battle, #4)",Agatha Christie,"Christie, Agatha",,"=""0312979827""","=""9780312979829""",0,Minotaur Books,Paperback,277,2001,1939,,2026/06/22,,,read,,,,1,0
690146,"The Adventure of the Christmas Pudding (Hercule Poirot, #37)",Agatha Christie,"Christie, Agatha",,"=""0007121083""","=""9780007121083""",0,Harper,Paperback,304,2002,1960,,2026/06/22,,,read,,,,1,0
95382,"The Pale Horse (Ariadne Oliver, #5)",Agatha Christie,"Christie, Agatha",,"=""0312981716""","=""9780312981716""",0,Minotaur Books,Mass Market Paperback,288,2002,1961,,2026/06/22,,,read,,,,1,0
16361,"The Secret of Chimneys (Superintendent Battle, #1)",Agatha Christie,"Christie, Agatha",,"=""0007122586""","=""9780007122585""",0,HarperCollins Publishers Ltd.,Paperback,400,2001,1925,,2026/06/22,,,read,,,,1,0
16332,"Third Girl (Hercule Poirot, #40)",Agatha Christie,"Christie, Agatha",,"=""0007121105""","=""9780007121106""",0,HarperCollins,Paperback,365,2002,1966,,2026/06/22,,,read,,,,1,0
16329,"Dead Man's Folly (Hercule Poirot, #35)",Agatha Christie,"Christie, Agatha",David Suchet,"=""1572705477""","=""9781572705470""",0,BBC Audiobooks,Audio CD,6,2006,1956,,2026/06/22,,,read,,,,1,0
31299,"Hickory Dickory Dock (Hercule Poirot, #31)",Agatha Christie,"Christie, Agatha",Hugh Fraser,"=""1572705647""","=""9781572705647""",0,Blackstone Publishing,Audiobook,,2010,1955,,2026/06/22,,,read,,,,1,0
121622,"Mrs. McGinty's Dead (Hercule Poirot, #29)",Agatha Christie,"Christie, Agatha",Hugh Fraser,"=""1572707313""","=""9781572707313""",0,AudioGO,Audio CD,244,2007,1952,,2026/06/22,,,read,,,,1,0
102303,Why Didn't They Ask Evans?,Agatha Christie,"Christie, Agatha",,"=""0312981597""","=""9780312981594""",0,Minotaur Books,Mass Market Paperback,288,2002,1934,,2026/06/22,,,read,,,,1,0
388018,"The Clocks (Hercule Poirot, #39)",Agatha Christie,"Christie, Agatha",Robin  Bailey,"=""1572703938""","=""9781572703933""",0,Audio Partners,Audio Cassette,8,2004,1963,,2026/06/22,,,read,,,,1,0
483103,"The Seven Dials Mystery (Superintendent Battle, #2)",Agatha Christie,"Christie, Agatha",,"=""0007122594""","=""9780007122592""",0,Harper Collins,Paperback,375,2001,1929,,2026/06/22,,,read,,,,1,0
212622,"Sparkling Cyanide  (Colonel Race, #4)",Agatha Christie,"Christie, Agatha",,"=""0007136854""","=""9780007136858""",0,HarperCollins,Paperback,336,2002,1945,,2026/06/22,,,read,,,,1,0
16303,"The Hollow (Hercule Poirot, #25)",Agatha Christie,"Christie, Agatha",,"=""0007121024""","=""9780007121021""",0,HarperCollins,Paperback,384,2002,1946,,2026/06/22,,,read,,,,1,0
16312,"One, Two, Buckle My Shoe (Hercule Poirot, #22)",Agatha Christie,"Christie, Agatha",Hugh Fraser,"=""1572703857""","=""9781572703858""",0,HarperCollins Publishers,Paperback,232,2004,1940,,2026/06/22,,,read,,,,1,0
16366,Endless Night,Agatha Christie,"Christie, Agatha",,"=""0007151675""","=""9780007151677""",0,Harper,Paperback,303,2007,1967,,2026/06/22,,,read,,,,1,0
16333,"At Bertram's Hotel (Miss Marple, #10)",Agatha Christie,"Christie, Agatha",,"=""""","=""""",0,HarperCollins,Paperback,223,2002,1965,,2026/06/22,,,read,,,,1,0
68930,"They Do It With Mirrors (Miss Marple, #5)",Agatha Christie,"Christie, Agatha",,"=""0451199901""","=""9780451199904""",0,Signet,Mass Market Paperback,224,2000,1952,,2026/06/22,,,read,,,,1,0
